User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities
189,24,male,pune,postgraduate,freelancer,none,okcupid,daily,2 hours,casual fun,1,safety concerns,detailed profiles,text,Values > Personality > Appearance
190,20,male,delhi,graduate,full-time job,tinder,hinge,monthly,1.5 hours,casual dating,3,safety concerns,video calls,voice notes,Appearance > Interests > Personality
191,25,female,hyderabad,graduate,part-time job,bumble,tinder,monthly,2 hours,finding a partner,5,time-wasting,ai recommendations,voice notes,Values > Personality > Appearance
192,22,male,mumbai,postgraduate,student,hinge,okcupid,monthly,2 hours,casual fun,5,time-wasting,ai recommendations,text,Values > Personality > Appearance
193,24,male,chennai,graduate,part-time job,none,okcupid,monthly,30 minutes,social interaction,3,time-wasting,video calls,text,Values > Personality > Appearance
194,24,female,hyderabad,graduate,freelancer,none,tinder,daily,1 hour,casual fun,1,safety concerns,ai recommendations,text,Personality > Interests > Values
195,18,male,mumbai,undergraduate,intern,okcupid,none,weekly,1.5 hours,social interaction,1,lack of genuine matches,video calls,text,Values > Personality > Appearance
196,25,female,pune,postgraduate,part-time job,okcupid,hinge,daily,1 hour,finding a partner,5,time-wasting,ai recommendations,voice notes,Values > Personality > Appearance
197,19,female,delhi,undergraduate,intern,okcupid,bumble,weekly,2 hours,finding a partner,3,time-wasting,audio calls,video calls,Appearance > Interests > Personality
198,20,female,hyderabad,undergraduate,full-time job,bumble,bumble,weekly,3 hours,social interaction,3,time-wasting,video calls,voice notes,Values > Personality > Appearance
199,23,female,delhi,graduate,intern,none,hinge,monthly,2 hours,finding a partner,4,safety concerns,ai recommendations,video calls,Appearance > Interests > Personality
200,19,female,bangalore,graduate,student,bumble,bumble,weekly,30 minutes,casual dating,2,lack of genuine matches,detailed profiles,video calls,Values > Personality > Appearance
201,21,non-binary,delhi,graduate,intern,okcupid,tinder,weekly,1.5 hours,social interaction,1,safety concerns,detailed profiles,text,Personality > Interests > Values
202,20,non-binary,chennai,graduate,freelancer,hinge,okcupid,weekly,3 hours,finding a partner,1,safety concerns,detailed profiles,voice notes,Appearance > Interests > Personality
203,18,male,kolkata,graduate,intern,bumble,tinder,weekly,30 minutes,finding a partner,2,lack of genuine matches,audio calls,text,Personality > Interests > Values
204,23,non-binary,chennai,postgraduate,full-time job,hinge,tinder,monthly,1.5 hours,social interaction,2,time-wasting,location-based matching,video calls,Appearance > Interests > Personality
205,18,non-binary,chennai,postgraduate,intern,none,bumble,weekly,2 hours,casual dating,2,lack of genuine matches,ai recommendations,text,Personality > Interests > Values
206,21,male,hyderabad,undergraduate,part-time job,bumble,hinge,weekly,1 hour,casual fun,4,lack of genuine matches,video calls,video calls,Personality > Interests > Values
207,20,non-binary,delhi,postgraduate,part-time job,okcupid,bumble,monthly,2 hours,casual dating,5,time-wasting,audio calls,voice notes,Appearance > Interests > Personality
208,24,female,kolkata,graduate,student,bumble,bumble,daily,2 hours,casual dating,5,lack of genuine matches,video calls,voice notes,Appearance > Interests > Personality
209,19,female,mumbai,undergraduate,freelancer,hinge,none,monthly,1 hour,casual dating,1,time-wasting,location-based matching,video calls,Personality > Interests > Values
210,24,female,mumbai,undergraduate,freelancer,tinder,none,weekly,2 hours,casual dating,5,time-wasting,location-based matching,video calls,Values > Personality > Appearance
211,24,male,bangalore,undergraduate,full-time job,okcupid,none,daily,3 hours,social interaction,2,unknown,ai recommendations,video calls,Personality > Interests > Values
212,19,female,kolkata,postgraduate,part-time job,hinge,bumble,weekly,2 hours,social interaction,5,time-wasting,video calls,text,Values > Personality > Appearance
213,22,female,pune,postgraduate,student,bumble,none,monthly,1 hour,social interaction,3,time-wasting,location-based matching,video calls,Appearance > Interests > Personality
214,19,female,mumbai,graduate,part-time job,okcupid,okcupid,daily,2 hours,casual dating,2,time-wasting,audio calls,video calls,Personality > Interests > Values
215,23,male,delhi,graduate,full-time job,none,bumble,weekly,3 hours,social interaction,1,lack of genuine matches,audio calls,voice notes,Personality > Interests > Values
216,19,male,hyderabad,undergraduate,intern,none,tinder,daily,30 minutes,social interaction,4,unknown,location-based matching,video calls,Personality > Interests > Values
217,19,female,chennai,undergraduate,full-time job,hinge,hinge,daily,1 hour,finding a partner,2,safety concerns,detailed profiles,video calls,Personality > Interests > Values
218,21,non-binary,hyderabad,undergraduate,intern,bumble,bumble,monthly,1.5 hours,social interaction,5,safety concerns,ai recommendations,voice notes,Values > Personality > Appearance
219,23,male,mumbai,graduate,student,tinder,bumble,weekly,1.5 hours,social interaction,5,unknown,location-based matching,video calls,Personality > Interests > Values
220,22,non-binary,hyderabad,graduate,full-time job,okcupid,none,weekly,2 hours,social interaction,1,lack of genuine matches,video calls,video calls,Personality > Interests > Values
221,19,non-binary,pune,postgraduate,intern,okcupid,none,monthly,3 hours,casual dating,1,lack of genuine matches,location-based matching,video calls,Values > Personality > Appearance
222,23,female,delhi,undergraduate,freelancer,okcupid,tinder,monthly,1 hour,social interaction,3,time-wasting,ai recommendations,video calls,Personality > Interests > Values
223,18,male,bangalore,undergraduate,freelancer,okcupid,none,daily,1.5 hours,casual fun,2,safety concerns,location-based matching,voice notes,Values > Personality > Appearance
224,23,female,hyderabad,postgraduate,freelancer,bumble,tinder,monthly,2 hours,casual fun,4,unknown,detailed profiles,video calls,Personality > Interests > Values
225,20,female,bangalore,graduate,freelancer,bumble,none,weekly,2 hours,casual fun,3,lack of genuine matches,audio calls,text,Personality > Interests > Values
226,23,non-binary,hyderabad,undergraduate,freelancer,okcupid,hinge,daily,2 hours,casual fun,3,lack of genuine matches,audio calls,video calls,Appearance > Interests > Personality
227,18,female,kolkata,undergraduate,full-time job,none,none,monthly,1 hour,finding a partner,2,lack of genuine matches,location-based matching,video calls,Personality > Interests > Values
228,23,female,pune,undergraduate,student,hinge,hinge,monthly,1.5 hours,casual fun,3,unknown,video calls,voice notes,Values > Personality > Appearance
229,22,male,pune,undergraduate,student,hinge,bumble,monthly,1.5 hours,social interaction,4,safety concerns,location-based matching,voice notes,Personality > Interests > Values
230,20,male,bangalore,undergraduate,part-time job,okcupid,okcupid,weekly,1 hour,casual fun,4,unknown,audio calls,voice notes,Personality > Interests > Values
231,18,female,mumbai,undergraduate,full-time job,tinder,okcupid,monthly,2 hours,casual dating,1,unknown,location-based matching,text,Personality > Interests > Values
232,23,non-binary,mumbai,postgraduate,student,bumble,hinge,weekly,30 minutes,social interaction,5,unknown,detailed profiles,video calls,Values > Personality > Appearance
233,25,female,mumbai,undergraduate,intern,hinge,tinder,daily,30 minutes,finding a partner,3,time-wasting,ai recommendations,voice notes,Values > Personality > Appearance
234,22,non-binary,chennai,graduate,freelancer,tinder,hinge,monthly,30 minutes,casual dating,2,lack of genuine matches,location-based matching,voice notes,Values > Personality > Appearance
235,22,male,chennai,undergraduate,part-time job,hinge,none,daily,2 hours,social interaction,3,lack of genuine matches,video calls,video calls,Personality > Interests > Values
236,25,non-binary,hyderabad,graduate,full-time job,hinge,none,monthly,2 hours,casual fun,5,unknown,detailed profiles,voice notes,Personality > Interests > Values
237,23,female,mumbai,postgraduate,intern,hinge,tinder,monthly,1.5 hours,casual dating,4,unknown,detailed profiles,voice notes,Personality > Interests > Values
238,18,non-binary,bangalore,graduate,intern,bumble,none,daily,3 hours,casual fun,3,unknown,detailed profiles,video calls,Personality > Interests > Values
239,23,non-binary,mumbai,graduate,intern,hinge,tinder,daily,3 hours,finding a partner,2,lack of genuine matches,video calls,video calls,Values > Personality > Appearance
240,25,female,chennai,graduate,student,okcupid,none,daily,2 hours,social interaction,2,safety concerns,ai recommendations,video calls,Values > Personality > Appearance
241,20,female,mumbai,postgraduate,part-time job,none,bumble,daily,1.5 hours,finding a partner,3,time-wasting,detailed profiles,voice notes,Personality > Interests > Values
242,23,non-binary,chennai,graduate,intern,okcupid,bumble,monthly,1.5 hours,finding a partner,2,safety concerns,detailed profiles,video calls,Values > Personality > Appearance
243,20,non-binary,hyderabad,undergraduate,part-time job,none,none,daily,1.5 hours,social interaction,5,lack of genuine matches,audio calls,text,Personality > Interests > Values
244,23,non-binary,chennai,postgraduate,intern,none,none,daily,3 hours,social interaction,5,safety concerns,detailed profiles,text,Appearance > Interests > Personality
245,24,non-binary,pune,graduate,freelancer,okcupid,hinge,weekly,3 hours,casual dating,4,safety concerns,ai recommendations,voice notes,Values > Personality > Appearance
246,24,non-binary,mumbai,postgraduate,intern,hinge,hinge,daily,30 minutes,casual dating,2,lack of genuine matches,video calls,video calls,Personality > Interests > Values
247,23,male,kolkata,postgraduate,intern,bumble,okcupid,monthly,3 hours,social interaction,3,unknown,detailed profiles,text,Appearance > Interests > Personality
248,22,non-binary,hyderabad,postgraduate,student,bumble,tinder,daily,30 minutes,casual dating,4,lack of genuine matches,location-based matching,voice notes,Personality > Interests > Values
249,22,male,bangalore,postgraduate,student,tinder,tinder,daily,1 hour,finding a partner,2,safety concerns,video calls,voice notes,Personality > Interests > Values
250,19,male,mumbai,postgraduate,freelancer,bumble,bumble,daily,3 hours,casual dating,2,unknown,location-based matching,voice notes,Appearance > Interests > Personality
251,19,male,pune,graduate,part-time job,tinder,hinge,weekly,3 hours,casual fun,4,time-wasting,detailed profiles,text,Personality > Interests > Values
252,25,male,bangalore,postgraduate,student,hinge,hinge,monthly,1 hour,finding a partner,2,safety concerns,audio calls,text,Appearance > Interests > Personality
253,24,male,chennai,graduate,student,none,bumble,daily,1.5 hours,finding a partner,1,lack of genuine matches,video calls,text,Personality > Interests > Values
254,21,female,mumbai,undergraduate,intern,tinder,okcupid,weekly,1 hour,casual dating,1,time-wasting,video calls,video calls,Personality > Interests > Values
255,22,male,pune,graduate,freelancer,bumble,okcupid,daily,30 minutes,finding a partner,5,unknown,ai recommendations,video calls,Appearance > Interests > Personality
256,21,male,bangalore,undergraduate,student,hinge,bumble,weekly,1.5 hours,finding a partner,3,lack of genuine matches,detailed profiles,voice notes,Personality > Interests > Values
257,19,female,chennai,undergraduate,freelancer,tinder,bumble,daily,2 hours,finding a partner,1,safety concerns,ai recommendations,video calls,Values > Personality > Appearance
258,24,male,pune,graduate,freelancer,bumble,hinge,monthly,1.5 hours,casual fun,4,time-wasting,location-based matching,text,Values > Personality > Appearance
259,19,male,bangalore,graduate,freelancer,none,okcupid,daily,1 hour,casual fun,1,safety concerns,location-based matching,voice notes,Appearance > Interests > Personality
260,23,male,delhi,undergraduate,intern,tinder,bumble,daily,30 minutes,casual fun,2,time-wasting,video calls,voice notes,Appearance > Interests > Personality
261,18,female,pune,undergraduate,full-time job,none,none,monthly,1 hour,casual dating,5,unknown,location-based matching,video calls,Personality > Interests > Values
262,22,female,pune,undergraduate,full-time job,okcupid,bumble,weekly,1 hour,social interaction,3,safety concerns,location-based matching,voice notes,Values > Personality > Appearance
263,21,non-binary,chennai,postgraduate,full-time job,none,okcupid,monthly,1.5 hours,casual fun,4,lack of genuine matches,location-based matching,text,Appearance > Interests > Personality
264,25,male,kolkata,undergraduate,intern,none,tinder,daily,2 hours,finding a partner,4,safety concerns,audio calls,video calls,Personality > Interests > Values
265,23,non-binary,bangalore,graduate,freelancer,hinge,bumble,weekly,1 hour,casual fun,3,lack of genuine matches,ai recommendations,text,Personality > Interests > Values
266,25,male,bangalore,graduate,freelancer,none,none,daily,30 minutes,social interaction,5,unknown,audio calls,voice notes,Values > Personality > Appearance
267,19,female,chennai,graduate,intern,okcupid,none,weekly,1.5 hours,casual fun,1,time-wasting,video calls,voice notes,Personality > Interests > Values
268,25,non-binary,hyderabad,graduate,student,hinge,none,weekly,1.5 hours,casual fun,3,time-wasting,detailed profiles,video calls,Appearance > Interests > Personality
269,19,non-binary,bangalore,graduate,part-time job,okcupid,hinge,weekly,30 minutes,casual dating,3,safety concerns,video calls,text,Personality > Interests > Values
270,19,male,mumbai,undergraduate,full-time job,bumble,bumble,weekly,1.5 hours,casual dating,4,safety concerns,detailed profiles,voice notes,Values > Personality > Appearance
271,23,male,pune,graduate,part-time job,okcupid,hinge,weekly,3 hours,finding a partner,1,safety concerns,video calls,video calls,Appearance > Interests > Personality
272,18,female,hyderabad,undergraduate,student,tinder,okcupid,weekly,2 hours,casual fun,1,lack of genuine matches,audio calls,video calls,Appearance > Interests > Personality
273,19,non-binary,kolkata,postgraduate,full-time job,none,tinder,monthly,1 hour,social interaction,5,lack of genuine matches,location-based matching,text,Appearance > Interests > Personality
274,20,non-binary,kolkata,postgraduate,intern,tinder,tinder,weekly,30 minutes,casual dating,1,unknown,detailed profiles,video calls,Personality > Interests > Values
275,18,male,mumbai,postgraduate,part-time job,none,none,monthly,1 hour,finding a partner,3,lack of genuine matches,video calls,video calls,Values > Personality > Appearance
276,24,male,mumbai,graduate,intern,tinder,okcupid,daily,2 hours,casual fun,3,lack of genuine matches,video calls,text,Personality > Interests > Values
277,23,non-binary,delhi,undergraduate,full-time job,tinder,tinder,daily,3 hours,social interaction,2,unknown,audio calls,text,Personality > Interests > Values
278,20,non-binary,chennai,postgraduate,intern,tinder,bumble,monthly,1.5 hours,casual dating,1,lack of genuine matches,video calls,text,Values > Personality > Appearance
279,18,male,mumbai,undergraduate,intern,okcupid,hinge,weekly,1 hour,social interaction,4,lack of genuine matches,detailed profiles,video calls,Values > Personality > Appearance
280,19,male,kolkata,graduate,part-time job,okcupid,none,monthly,3 hours,finding a partner,4,safety concerns,detailed profiles,video calls,Personality > Interests > Values
281,19,female,pune,undergraduate,full-time job,tinder,none,weekly,1.5 hours,social interaction,5,time-wasting,location-based matching,voice notes,Values > Personality > Appearance
282,21,male,mumbai,postgraduate,freelancer,bumble,none,monthly,3 hours,casual fun,1,unknown,audio calls,voice notes,Personality > Interests > Values
283,23,male,mumbai,postgraduate,student,okcupid,tinder,monthly,3 hours,social interaction,3,lack of genuine matches,location-based matching,video calls,Appearance > Interests > Personality
284,24,female,bangalore,postgraduate,student,hinge,hinge,daily,1 hour,social interaction,4,time-wasting,ai recommendations,voice notes,Values > Personality > Appearance
285,22,non-binary,kolkata,postgraduate,full-time job,hinge,hinge,daily,30 minutes,casual dating,4,lack of genuine matches,location-based matching,voice notes,Values > Personality > Appearance
286,20,non-binary,kolkata,postgraduate,part-time job,bumble,okcupid,daily,30 minutes,finding a partner,2,unknown,ai recommendations,voice notes,Values > Personality > Appearance
287,22,male,hyderabad,graduate,full-time job,none,none,weekly,3 hours,casual fun,4,safety concerns,ai recommendations,text,Personality > Interests > Values
288,18,non-binary,hyderabad,postgraduate,intern,none,none,monthly,30 minutes,casual fun,3,unknown,detailed profiles,video calls,Appearance > Interests > Personality
289,23,female,pune,undergraduate,full-time job,hinge,bumble,weekly,1 hour,casual fun,1,unknown,detailed profiles,voice notes,Appearance > Interests > Personality
290,18,non-binary,kolkata,undergraduate,student,tinder,okcupid,weekly,1 hour,casual dating,4,safety concerns,video calls,video calls,Personality > Interests > Values
291,25,female,pune,postgraduate,full-time job,bumble,none,daily,3 hours,social interaction,2,time-wasting,ai recommendations,text,Appearance > Interests > Personality
292,21,male,mumbai,postgraduate,student,okcupid,okcupid,monthly,1 hour,casual fun,4,unknown,location-based matching,voice notes,Appearance > Interests > Personality
293,22,non-binary,pune,postgraduate,intern,tinder,none,daily,1.5 hours,casual dating,5,lack of genuine matches,ai recommendations,voice notes,Appearance > Interests > Personality
294,23,non-binary,chennai,undergraduate,freelancer,bumble,none,monthly,1 hour,casual dating,1,safety concerns,location-based matching,video calls,Personality > Interests > Values
295,23,female,delhi,undergraduate,part-time job,none,none,monthly,3 hours,casual fun,4,unknown,video calls,text,Personality > Interests > Values
296,18,female,mumbai,postgraduate,intern,okcupid,tinder,weekly,3 hours,casual dating,4,safety concerns,location-based matching,video calls,Appearance > Interests > Personality
297,24,male,mumbai,postgraduate,freelancer,tinder,tinder,weekly,3 hours,casual fun,4,time-wasting,audio calls,voice notes,Appearance > Interests > Personality
298,19,female,pune,undergraduate,freelancer,bumble,hinge,monthly,1 hour,finding a partner,5,time-wasting,ai recommendations,video calls,Appearance > Interests > Personality
299,22,non-binary,pune,undergraduate,intern,none,okcupid,daily,1.5 hours,casual dating,5,lack of genuine matches,audio calls,video calls,Personality > Interests > Values
300,21,female,mumbai,postgraduate,student,bumble,bumble,monthly,1.5 hours,social interaction,3,time-wasting,detailed profiles,text,Values > Personality > Appearance
301,23,male,delhi,postgraduate,part-time job,none,none,daily,3 hours,finding a partner,3,lack of genuine matches,ai recommendations,voice notes,Appearance > Interests > Personality
302,25,male,hyderabad,undergraduate,full-time job,none,tinder,monthly,1 hour,casual fun,2,unknown,video calls,video calls,Personality > Interests > Values
303,19,non-binary,hyderabad,graduate,full-time job,tinder,okcupid,daily,30 minutes,social interaction,1,safety concerns,audio calls,video calls,Appearance > Interests > Personality
304,23,female,chennai,graduate,part-time job,bumble,none,weekly,1 hour,social interaction,3,safety concerns,video calls,video calls,Personality > Interests > Values
305,20,female,mumbai,graduate,freelancer,hinge,okcupid,daily,1.5 hours,social interaction,2,safety concerns,video calls,voice notes,Personality > Interests > Values
306,19,male,mumbai,undergraduate,full-time job,none,tinder,weekly,1.5 hours,finding a partner,1,lack of genuine matches,detailed profiles,video calls,Appearance > Interests > Personality
307,20,female,kolkata,postgraduate,full-time job,okcupid,bumble,weekly,3 hours,casual fun,2,safety concerns,audio calls,text,Appearance > Interests > Personality
308,18,male,pune,graduate,student,none,hinge,monthly,1 hour,casual dating,3,lack of genuine matches,location-based matching,text,Values > Personality > Appearance
309,22,non-binary,mumbai,postgraduate,student,tinder,hinge,monthly,1.5 hours,social interaction,2,lack of genuine matches,detailed profiles,video calls,Personality > Interests > Values
310,18,female,mumbai,graduate,freelancer,okcupid,tinder,daily,3 hours,finding a partner,2,time-wasting,video calls,video calls,Personality > Interests > Values
311,25,non-binary,kolkata,undergraduate,freelancer,bumble,none,monthly,30 minutes,casual fun,3,lack of genuine matches,location-based matching,voice notes,Values > Personality > Appearance
312,23,male,delhi,postgraduate,full-time job,okcupid,hinge,daily,1.5 hours,casual fun,1,time-wasting,video calls,voice notes,Appearance > Interests > Personality
313,23,female,pune,graduate,student,none,bumble,daily,2 hours,finding a partner,1,unknown,audio calls,voice notes,Personality > Interests > Values
314,21,non-binary,kolkata,graduate,full-time job,okcupid,bumble,weekly,30 minutes,casual dating,3,safety concerns,ai recommendations,video calls,Personality > Interests > Values
315,23,female,delhi,undergraduate,intern,bumble,none,weekly,1 hour,casual dating,2,lack of genuine matches,audio calls,video calls,Personality > Interests > Values
316,24,female,kolkata,graduate,freelancer,hinge,none,daily,2 hours,finding a partner,1,time-wasting,ai recommendations,text,Appearance > Interests > Personality
317,21,male,kolkata,undergraduate,student,bumble,hinge,weekly,2 hours,casual dating,3,lack of genuine matches,video calls,voice notes,Personality > Interests > Values
318,20,non-binary,mumbai,undergraduate,student,okcupid,okcupid,daily,1.5 hours,social interaction,1,unknown,video calls,video calls,Personality > Interests > Values
319,24,male,pune,postgraduate,freelancer,hinge,hinge,weekly,2 hours,casual dating,1,lack of genuine matches,detailed profiles,video calls,Values > Personality > Appearance
320,20,female,kolkata,postgraduate,freelancer,bumble,hinge,weekly,2 hours,finding a partner,1,unknown,video calls,text,Personality > Interests > Values
321,19,female,mumbai,undergraduate,full-time job,okcupid,bumble,daily,2 hours,casual dating,5,safety concerns,video calls,video calls,Appearance > Interests > Personality
322,20,female,chennai,postgraduate,part-time job,none,tinder,daily,1.5 hours,casual dating,2,unknown,location-based matching,voice notes,Values > Personality > Appearance
323,25,female,delhi,undergraduate,part-time job,none,bumble,daily,30 minutes,casual dating,3,unknown,detailed profiles,voice notes,Appearance > Interests > Personality
324,22,non-binary,pune,postgraduate,freelancer,hinge,bumble,weekly,30 minutes,finding a partner,3,time-wasting,location-based matching,video calls,Personality > Interests > Values
325,20,female,bangalore,postgraduate,full-time job,bumble,bumble,weekly,3 hours,casual dating,4,safety concerns,location-based matching,video calls,Appearance > Interests > Personality
326,20,female,bangalore,undergraduate,part-time job,okcupid,none,daily,1.5 hours,casual fun,5,time-wasting,video calls,text,Appearance > Interests > Personality
327,19,female,kolkata,graduate,part-time job,hinge,none,monthly,1 hour,finding a partner,4,unknown,video calls,text,Personality > Interests > Values
328,22,male,pune,postgraduate,student,tinder,tinder,monthly,2 hours,casual dating,2,safety concerns,location-based matching,voice notes,Personality > Interests > Values
329,21,female,kolkata,postgraduate,freelancer,none,okcupid,monthly,1 hour,finding a partner,5,safety concerns,location-based matching,voice notes,Personality > Interests > Values
330,25,non-binary,pune,graduate,intern,hinge,hinge,weekly,2 hours,finding a partner,2,lack of genuine matches,video calls,voice notes,Values > Personality > Appearance
331,25,female,bangalore,postgraduate,freelancer,okcupid,none,monthly,3 hours,casual fun,5,unknown,audio calls,text,Appearance > Interests > Personality
332,25,male,chennai,graduate,full-time job,tinder,none,monthly,30 minutes,finding a partner,5,unknown,detailed profiles,voice notes,Personality > Interests > Values
333,24,non-binary,delhi,graduate,intern,tinder,okcupid,weekly,30 minutes,social interaction,5,safety concerns,ai recommendations,voice notes,Values > Personality > Appearance
334,20,female,delhi,postgraduate,intern,none,none,daily,1.5 hours,casual dating,1,time-wasting,ai recommendations,text,Appearance > Interests > Personality
335,20,female,hyderabad,graduate,full-time job,hinge,hinge,monthly,1.5 hours,casual dating,4,time-wasting,detailed profiles,video calls,Appearance > Interests > Personality
336,20,non-binary,hyderabad,undergraduate,student,tinder,tinder,weekly,3 hours,casual dating,2,safety concerns,detailed profiles,voice notes,Personality > Interests > Values
337,24,male,kolkata,graduate,student,hinge,bumble,monthly,2 hours,casual dating,1,lack of genuine matches,video calls,voice notes,Appearance > Interests > Personality
338,23,non-binary,delhi,undergraduate,freelancer,hinge,okcupid,daily,3 hours,social interaction,4,unknown,location-based matching,voice notes,Values > Personality > Appearance
339,24,non-binary,pune,postgraduate,part-time job,hinge,none,monthly,3 hours,casual dating,3,safety concerns,location-based matching,video calls,Appearance > Interests > Personality
340,21,non-binary,delhi,postgraduate,student,none,bumble,monthly,2 hours,finding a partner,4,time-wasting,video calls,video calls,Values > Personality > Appearance
341,19,non-binary,kolkata,undergraduate,freelancer,hinge,tinder,weekly,1.5 hours,social interaction,1,lack of genuine matches,location-based matching,text,Personality > Interests > Values
342,23,non-binary,hyderabad,graduate,part-time job,none,hinge,daily,1.5 hours,finding a partner,1,safety concerns,detailed profiles,text,Values > Personality > Appearance
343,18,female,mumbai,postgraduate,freelancer,okcupid,bumble,daily,2 hours,casual dating,4,unknown,video calls,video calls,Personality > Interests > Values
344,20,male,bangalore,graduate,student,hinge,hinge,daily,3 hours,finding a partner,2,lack of genuine matches,audio calls,voice notes,Personality > Interests > Values
345,25,female,pune,postgraduate,freelancer,hinge,bumble,monthly,2 hours,casual fun,1,lack of genuine matches,audio calls,video calls,Personality > Interests > Values
346,24,male,pune,postgraduate,intern,okcupid,none,daily,1 hour,social interaction,3,safety concerns,location-based matching,video calls,Appearance > Interests > Personality
347,22,female,pune,undergraduate,full-time job,bumble,bumble,daily,1 hour,casual fun,5,time-wasting,ai recommendations,video calls,Values > Personality > Appearance
348,22,female,pune,graduate,full-time job,none,okcupid,monthly,2 hours,casual fun,5,lack of genuine matches,detailed profiles,video calls,Values > Personality > Appearance
349,18,male,delhi,undergraduate,intern,bumble,hinge,monthly,1.5 hours,social interaction,3,time-wasting,audio calls,voice notes,Appearance > Interests > Personality
350,21,male,mumbai,graduate,intern,none,bumble,weekly,1.5 hours,social interaction,4,safety concerns,video calls,video calls,Values > Personality > Appearance
351,20,male,kolkata,undergraduate,freelancer,hinge,none,monthly,30 minutes,casual fun,5,time-wasting,audio calls,text,Appearance > Interests > Personality
352,23,male,mumbai,postgraduate,freelancer,tinder,hinge,daily,30 minutes,casual fun,4,lack of genuine matches,audio calls,voice notes,Personality > Interests > Values
353,18,female,kolkata,postgraduate,student,tinder,bumble,daily,2 hours,casual fun,1,time-wasting,location-based matching,voice notes,Values > Personality > Appearance
354,25,non-binary,bangalore,postgraduate,student,none,none,monthly,30 minutes,casual dating,3,safety concerns,ai recommendations,text,Values > Personality > Appearance
355,24,non-binary,bangalore,postgraduate,intern,none,hinge,daily,1 hour,social interaction,1,unknown,ai recommendations,text,Appearance > Interests > Personality
356,21,non-binary,hyderabad,graduate,student,none,hinge,daily,3 hours,social interaction,1,time-wasting,detailed profiles,voice notes,Appearance > Interests > Personality
357,23,non-binary,mumbai,undergraduate,full-time job,bumble,tinder,daily,1 hour,casual fun,2,lack of genuine matches,location-based matching,text,Appearance > Interests > Personality
358,25,female,kolkata,undergraduate,freelancer,bumble,okcupid,daily,3 hours,casual fun,5,safety concerns,audio calls,text,Personality > Interests > Values
359,18,female,mumbai,undergraduate,part-time job,none,none,weekly,30 minutes,finding a partner,5,unknown,ai recommendations,text,Appearance > Interests > Personality
360,24,female,pune,postgraduate,freelancer,tinder,none,weekly,2 hours,casual fun,5,lack of genuine matches,location-based matching,video calls,Personality > Interests > Values
361,22,non-binary,chennai,undergraduate,student,none,hinge,weekly,1 hour,casual fun,2,safety concerns,detailed profiles,voice notes,Values > Personality > Appearance
362,22,male,kolkata,postgraduate,student,tinder,tinder,weekly,30 minutes,social interaction,4,time-wasting,audio calls,video calls,Personality > Interests > Values
363,25,male,pune,undergraduate,full-time job,none,none,daily,2 hours,casual fun,1,safety concerns,audio calls,video calls,Values > Personality > Appearance
364,24,female,hyderabad,graduate,freelancer,okcupid,hinge,monthly,1.5 hours,social interaction,2,lack of genuine matches,ai recommendations,text,Values > Personality > Appearance
365,23,non-binary,chennai,graduate,student,none,none,daily,2 hours,finding a partner,5,time-wasting,audio calls,text,Appearance > Interests > Personality
366,23,female,hyderabad,graduate,part-time job,tinder,none,weekly,1.5 hours,casual dating,5,unknown,audio calls,text,Values > Personality > Appearance
367,18,female,mumbai,undergraduate,intern,bumble,tinder,daily,1.5 hours,casual dating,4,unknown,video calls,video calls,Personality > Interests > Values
368,23,non-binary,delhi,postgraduate,freelancer,hinge,none,monthly,1.5 hours,finding a partner,1,safety concerns,ai recommendations,video calls,Values > Personality > Appearance
369,19,male,bangalore,graduate,student,none,none,daily,1 hour,casual fun,2,unknown,location-based matching,voice notes,Values > Personality > Appearance
370,24,female,bangalore,graduate,freelancer,none,bumble,daily,2 hours,casual fun,5,lack of genuine matches,location-based matching,voice notes,Values > Personality > Appearance
371,23,female,chennai,undergraduate,student,none,hinge,daily,1 hour,social interaction,5,unknown,video calls,text,Appearance > Interests > Personality
372,20,female,kolkata,undergraduate,full-time job,bumble,okcupid,weekly,1 hour,casual fun,3,time-wasting,detailed profiles,text,Values > Personality > Appearance
373,21,male,hyderabad,postgraduate,full-time job,bumble,none,monthly,1 hour,casual dating,2,time-wasting,ai recommendations,voice notes,Appearance > Interests > Personality
374,20,female,chennai,undergraduate,student,none,none,monthly,2 hours,social interaction,5,time-wasting,ai recommendations,video calls,Appearance > Interests > Personality
375,22,non-binary,mumbai,postgraduate,student,hinge,none,weekly,1.5 hours,casual dating,5,lack of genuine matches,video calls,voice notes,Appearance > Interests > Personality
376,23,non-binary,delhi,undergraduate,intern,okcupid,hinge,weekly,1.5 hours,casual dating,2,time-wasting,ai recommendations,video calls,Values > Personality > Appearance
377,21,male,bangalore,graduate,full-time job,none,none,daily,3 hours,casual dating,2,unknown,audio calls,video calls,Appearance > Interests > Personality
378,21,female,kolkata,undergraduate,full-time job,okcupid,none,weekly,30 minutes,social interaction,5,unknown,location-based matching,video calls,Values > Personality > Appearance
379,24,non-binary,kolkata,graduate,part-time job,bumble,tinder,daily,1.5 hours,social interaction,2,time-wasting,video calls,text,Personality > Interests > Values
380,24,non-binary,pune,postgraduate,intern,none,bumble,daily,1 hour,finding a partner,3,safety concerns,video calls,voice notes,Values > Personality > Appearance
